ExportDate,ParticipantName,RecordingName,RecordingDate,RecordingDuration,FixationFilter,MediaPosX (ADCSpx),MediaPosY (ADCSpx),SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,92451,1,Fixation,367,1041,363,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,92851,2,Fixation,208,1121,299,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,93101,3,Fixation,183,1239,273,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,93326,4,Fixation,142,1082,228,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,93517,5,Fixation,150,1109,462,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,93734,6,Fixation,183,1231,535,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,93967,7,Fixation,258,1345,551,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,94384,8,Fixation,125,1067,654,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,94534,9,Fixation,250,1056,728,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,94817,10,Fixation,367,1157,768,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,95201,11,Fixation,142,1136,765,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,95592,12,Fixation,325,1101,768,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,95934,13,Fixation,383,1066,794,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,96342,14,Fixation,350,1140,796,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,96726,15,Fixation,517,1243,833,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,97409,16,Fixation,450,1555,737,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,98092,17,Fixation,167,1583,777,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,98275,18,Fixation,125,1641,753,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,98509,19,Fixation,108,268,572,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,98650,20,Fixation,150,170,517,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,98825,21,Fixation,692,294,498,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 22,92189,99710,7520,99525,22,Fixation,517,299,527,
