ExportDate,ParticipantName,RecordingName,RecordingDate,RecordingDuration,FixationFilter,MediaPosX (ADCSpx),MediaPosY (ADCSpx),SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,293850,1,Fixation,367,1058,321,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,294383,2,Fixation,125,1099,322,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,294549,3,Fixation,175,1273,317,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,294774,4,Fixation,342,1138,415,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,295133,5,Fixation,100,1186,414,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,295258,6,Fixation,175,1313,451,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,295508,7,Fixation,100,1338,321,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,295658,8,Fixation,408,1339,584,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,296249,9,Fixation,133,1338,539,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,296416,10,Fixation,158,1437,616,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,296608,11,Fixation,142,1315,790,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,296783,12,Fixation,158,1156,805,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,296991,13,Fixation,333,1048,635,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,297358,14,Fixation,150,999,625,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,297658,15,Fixation,541,278,502,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,298249,16,Fixation,317,152,534,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,298591,17,Fixation,425,291,531,
2018/05/19,takasugi,task1_takasugi,2018/05/19,633823,I-VT filter,0,0,Segment 62,293598,299278,5680,299082,18,Fixation,142,858,602,
