ExportDate,ParticipantName,RecordingName,RecordingDate,FixationFilter,RecordingDuration,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,MediaPosX (ADCSpx),MediaPosY (ADCSpx),FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,yoshida,task2_yoshida,2018/05/13,I-VT filter,332832,Segment 57,129330,132146,2816,129686,0,0,1,Fixation,192,872,425,
2018/05/19,yoshida,task2_yoshida,2018/05/13,I-VT filter,332832,Segment 57,129330,132146,2816,129920,0,0,2,Fixation,133,1061,606,
2018/05/19,yoshida,task2_yoshida,2018/05/13,I-VT filter,332832,Segment 57,129330,132146,2816,130103,0,0,3,Fixation,167,865,641,
2018/05/19,yoshida,task2_yoshida,2018/05/13,I-VT filter,332832,Segment 57,129330,132146,2816,130328,0,0,4,Fixation,167,1075,512,
2018/05/19,yoshida,task2_yoshida,2018/05/13,I-VT filter,332832,Segment 57,129330,132146,2816,130545,0,0,5,Fixation,92,1037,629,
2018/05/19,yoshida,task2_yoshida,2018/05/13,I-VT filter,332832,Segment 57,129330,132146,2816,130711,0,0,6,Fixation,325,870,633,
2018/05/19,yoshida,task2_yoshida,2018/05/13,I-VT filter,332832,Segment 57,129330,132146,2816,131136,0,0,7,Fixation,183,1002,604,
2018/05/19,yoshida,task2_yoshida,2018/05/13,I-VT filter,332832,Segment 57,129330,132146,2816,131445,0,0,8,Fixation,83,1046,464,
2018/05/19,yoshida,task2_yoshida,2018/05/13,I-VT filter,332832,Segment 57,129330,132146,2816,131586,0,0,9,Fixation,250,1004,290,
2018/05/19,yoshida,task2_yoshida,2018/05/13,I-VT filter,332832,Segment 57,129330,132146,2816,131936,0,0,10,Fixation,242,848,627,
