ExportDate,ParticipantName,RecordingName,RecordingDate,RecordingDuration,FixationFilter,MediaPosX (ADCSpx),MediaPosY (ADCSpx),SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,70482,1,Fixation,150,1422,497,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,70691,2,Fixation,275,1425,684,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,71024,3,Fixation,158,1272,461,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,71207,4,Fixation,100,1267,397,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,71357,5,Fixation,167,1153,464,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,71974,6,Fixation,292,810,567,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,72307,7,Fixation,100,1026,461,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,72457,8,Fixation,208,1294,316,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,72699,9,Fixation,150,1398,210,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,72907,10,Fixation,142,1083,426,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,73082,11,Fixation,267,1171,529,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,73399,12,Fixation,125,1274,704,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,73641,13,Fixation,192,772,593,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,73982,14,Fixation,208,792,368,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,74390,15,Fixation,142,1334,783,
2018/05/19,takasugi,task3_takasugi,2018/05/19,417826,I-VT filter,0,0,Segment 24,69792,74800,5008,74565,16,Fixation,158,1259,841,
