ExportDate,ParticipantName,RecordingName,RecordingDate,FixationFilter,RecordingDuration,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,MediaPosX (ADCSpx),MediaPosY (ADCSpx),FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,seto,task1-2_seto,2018/05/14,I-VT filter,424434,Segment 86,337704,341608,3904,337935,0,0,1,Fixation,183,727,248,
2018/05/19,seto,task1-2_seto,2018/05/14,I-VT filter,424434,Segment 86,337704,341608,3904,338169,0,0,2,Fixation,200,921,255,
2018/05/19,seto,task1-2_seto,2018/05/14,I-VT filter,424434,Segment 86,337704,341608,3904,338444,0,0,3,Fixation,83,1361,205,
2018/05/19,seto,task1-2_seto,2018/05/14,I-VT filter,424434,Segment 86,337704,341608,3904,339044,0,0,4,Fixation,83,681,583,
2018/05/19,seto,task1-2_seto,2018/05/14,I-VT filter,424434,Segment 86,337704,341608,3904,339227,0,0,5,Fixation,183,1126,563,
2018/05/19,seto,task1-2_seto,2018/05/14,I-VT filter,424434,Segment 86,337704,341608,3904,339852,0,0,6,Fixation,358,193,510,
2018/05/19,seto,task1-2_seto,2018/05/14,I-VT filter,424434,Segment 86,337704,341608,3904,340410,0,0,7,Fixation,100,358,491,
2018/05/19,seto,task1-2_seto,2018/05/14,I-VT filter,424434,Segment 86,337704,341608,3904,340552,0,0,8,Fixation,133,201,467,
2018/05/19,seto,task1-2_seto,2018/05/14,I-VT filter,424434,Segment 86,337704,341608,3904,340768,0,0,9,Fixation,175,1131,318,
2018/05/19,seto,task1-2_seto,2018/05/14,I-VT filter,424434,Segment 86,337704,341608,3904,341002,0,0,10,Fixation,383,1510,454,
2018/05/19,seto,task1-2_seto,2018/05/14,I-VT filter,424434,Segment 86,337704,341608,3904,341418,0,0,11,Fixation,75,1259,516,
2018/05/19,seto,task1-2_seto,2018/05/14,I-VT filter,424434,Segment 86,337704,341608,3904,341527,0,0,12,Fixation,217,1186,761,
