ExportDate,ParticipantName,RecordingName,RecordingDate,FixationFilter,RecordingDuration,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,MediaPosX (ADCSpx),MediaPosY (ADCSpx),FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,208885,0,0,1,Fixation,83,866,304,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,209043,0,0,2,Fixation,117,932,550,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,209726,0,0,3,Fixation,125,1331,865,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,210059,0,0,4,Fixation,83,1515,918,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,210259,0,0,5,Fixation,75,1671,912,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,210385,0,0,6,Fixation,83,1711,902,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,210476,0,0,7,Fixation,67,1733,900,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,210643,0,0,8,Fixation,117,1723,571,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,210876,0,0,9,Fixation,175,1528,498,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,211234,0,0,10,Fixation,75,1373,335,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,211418,0,0,11,Fixation,100,448,575,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,211559,0,0,12,Fixation,175,348,557,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,211776,0,0,13,Fixation,117,212,504,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,212034,0,0,14,Fixation,67,110,402,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,212168,0,0,15,Fixation,67,141,470,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,212268,0,0,16,Fixation,175,64,409,
2018/05/19,hara,task1_hara,2018/05/17,I-VT filter,578635,Segment 45,208317,212701,4384,212451,0,0,17,Fixation,167,84,422,
