ExportDate,ParticipantName,RecordingName,RecordingDate,FixationFilter,RecordingDuration,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,MediaPosX (ADCSpx),MediaPosY (ADCSpx),FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,hara,task3_hara,2018/05/17,I-VT filter,425217,Segment 7,26686,29118,2432,26824,0,0,1,Fixation,333,813,329,
2018/05/19,hara,task3_hara,2018/05/17,I-VT filter,425217,Segment 7,26686,29118,2432,27208,0,0,2,Fixation,158,1079,542,
2018/05/19,hara,task3_hara,2018/05/17,I-VT filter,425217,Segment 7,26686,29118,2432,27391,0,0,3,Fixation,167,1095,603,
2018/05/19,hara,task3_hara,2018/05/17,I-VT filter,425217,Segment 7,26686,29118,2432,28174,0,0,4,Fixation,225,885,276,
2018/05/19,hara,task3_hara,2018/05/17,I-VT filter,425217,Segment 7,26686,29118,2432,28641,0,0,5,Fixation,100,1077,553,
2018/05/19,hara,task3_hara,2018/05/17,I-VT filter,425217,Segment 7,26686,29118,2432,28966,0,0,6,Fixation,158,890,238,
