ExportDate,ParticipantName,RecordingName,RecordingDate,FixationFilter,RecordingDuration,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,MediaPosX (ADCSpx),MediaPosY (ADCSpx),FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,403596,0,0,1,Fixation,142,1132,664,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,404013,0,0,2,Fixation,158,1292,709,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,404188,0,0,3,Fixation,142,1250,729,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,404696,0,0,4,Fixation,100,960,560,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,404863,0,0,5,Fixation,183,914,474,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,405313,0,0,6,Fixation,167,1196,681,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,405563,0,0,7,Fixation,133,1287,717,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,405738,0,0,8,Fixation,83,1266,702,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,405946,0,0,9,Fixation,175,1273,718,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,406663,0,0,10,Fixation,142,944,506,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,406929,0,0,11,Fixation,92,910,505,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,407029,0,0,12,Fixation,142,906,515,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,407238,0,0,13,Fixation,117,909,458,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,407529,0,0,14,Fixation,92,902,514,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,407629,0,0,15,Fixation,217,923,500,
2018/05/19,maeda,task3-2_maeda,2018/05/17,I-VT filter,439602,Segment 99,403158,408502,5344,408229,0,0,16,Fixation,283,1275,728,
