ExportDate,ParticipantName,RecordingName,RecordingDate,RecordingDuration,FixationFilter,MediaPosX (ADCSpx),MediaPosY (ADCSpx),SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,ide,task1_ide,2018/05/14,624642,I-VT filter,0,0,Segment 4,22055,25303,3248,22468,1,Fixation,92,1028,348,
2018/05/19,ide,task1_ide,2018/05/14,624642,I-VT filter,0,0,Segment 4,22055,25303,3248,22602,2,Fixation,158,1176,252,
2018/05/19,ide,task1_ide,2018/05/14,624642,I-VT filter,0,0,Segment 4,22055,25303,3248,22877,3,Fixation,117,1340,259,
2018/05/19,ide,task1_ide,2018/05/14,624642,I-VT filter,0,0,Segment 4,22055,25303,3248,23068,4,Fixation,133,1564,293,
2018/05/19,ide,task1_ide,2018/05/14,624642,I-VT filter,0,0,Segment 4,22055,25303,3248,23227,5,Fixation,150,1585,385,
2018/05/19,ide,task1_ide,2018/05/14,624642,I-VT filter,0,0,Segment 4,22055,25303,3248,23468,6,Fixation,158,1198,527,
2018/05/19,ide,task1_ide,2018/05/14,624642,I-VT filter,0,0,Segment 4,22055,25303,3248,23677,7,Fixation,275,887,553,
2018/05/19,ide,task1_ide,2018/05/14,624642,I-VT filter,0,0,Segment 4,22055,25303,3248,24010,8,Fixation,167,749,700,
2018/05/19,ide,task1_ide,2018/05/14,624642,I-VT filter,0,0,Segment 4,22055,25303,3248,24393,9,Fixation,192,259,545,
2018/05/19,ide,task1_ide,2018/05/14,624642,I-VT filter,0,0,Segment 4,22055,25303,3248,24618,10,Fixation,775,168,513,
