ExportDate,ParticipantName,RecordingName,RecordingDate,RecordingDuration,FixationFilter,MediaPosX (ADCSpx),MediaPosY (ADCSpx),SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 75,206964,210004,3040,206985,1,Fixation,167,1581,298,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 75,206964,210004,3040,207401,2,Fixation,92,1313,396,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 75,206964,210004,3040,207585,3,Fixation,117,1025,572,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 75,206964,210004,3040,207726,4,Fixation,158,954,596,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 75,206964,210004,3040,208168,5,Fixation,67,633,597,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 75,206964,210004,3040,208326,6,Fixation,233,623,836,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 75,206964,210004,3040,208726,7,Fixation,83,749,767,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 75,206964,210004,3040,208959,8,Fixation,100,929,614,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 75,206964,210004,3040,209184,9,Fixation,183,1056,337,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 75,206964,210004,3040,209459,10,Fixation,108,939,589,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 75,206964,210004,3040,210001,11,Fixation,267,655,783,
