ExportDate,ParticipantName,RecordingName,RecordingDate,RecordingDuration,FixationFilter,MediaPosX (ADCSpx),MediaPosY (ADCSpx),SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 119,309412,311828,2416,309451,1,Fixation,208,1419,783,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 119,309412,311828,2416,309734,2,Fixation,317,1235,460,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 119,309412,311828,2416,310101,3,Fixation,175,934,569,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 119,309412,311828,2416,310334,4,Fixation,108,1394,783,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 119,309412,311828,2416,310467,5,Fixation,83,1399,779,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 119,309412,311828,2416,310592,6,Fixation,100,1273,822,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 119,309412,311828,2416,310784,7,Fixation,67,1569,755,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 119,309412,311828,2416,310942,8,Fixation,192,1710,772,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 119,309412,311828,2416,311217,9,Fixation,125,1701,907,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 119,309412,311828,2416,311359,10,Fixation,92,1735,911,
2018/05/19,ide,task2_ide,2018/05/14,341468,I-VT filter,0,0,Segment 119,309412,311828,2416,311642,11,Fixation,175,1544,892,
