ExportDate,ParticipantName,RecordingName,RecordingDate,FixationFilter,RecordingDuration,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,MediaPosX (ADCSpx),MediaPosY (ADCSpx),FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,433885,0,0,1,Fixation,192,744,478,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,434093,0,0,2,Fixation,167,734,453,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,434368,0,0,3,Fixation,133,914,421,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,434543,0,0,4,Fixation,425,1243,368,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,435043,0,0,5,Fixation,83,854,417,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,435268,0,0,6,Fixation,433,903,451,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,435743,0,0,7,Fixation,175,1003,643,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,435960,0,0,8,Fixation,325,1016,653,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,436318,0,0,9,Fixation,633,1162,709,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,437018,0,0,10,Fixation,275,1431,711,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,437351,0,0,11,Fixation,100,1547,848,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,437551,0,0,12,Fixation,133,217,514,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,437693,0,0,13,Fixation,92,232,542,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,437818,0,0,14,Fixation,300,164,552,
2018/05/19,yoshida,task1-2_yoshida,2018/05/13,I-VT filter,496649,Segment 99,433667,438595,4928,438143,0,0,15,Fixation,592,137,546,
