ExportDate,ParticipantName,RecordingName,RecordingDate,FixationFilter,RecordingDuration,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,MediaPosX (ADCSpx),MediaPosY (ADCSpx),FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,sato,task2_sato,2018/05/18,I-VT filter,479360,Segment 97,369356,371644,2288,369396,0,0,1,Fixation,217,1138,713,
2018/05/19,sato,task2_sato,2018/05/18,I-VT filter,479360,Segment 97,369356,371644,2288,369629,0,0,2,Fixation,100,1151,670,
2018/05/19,sato,task2_sato,2018/05/18,I-VT filter,479360,Segment 97,369356,371644,2288,370121,0,0,3,Fixation,67,1328,593,
2018/05/19,sato,task2_sato,2018/05/18,I-VT filter,479360,Segment 97,369356,371644,2288,370204,0,0,4,Fixation,75,1316,602,
2018/05/19,sato,task2_sato,2018/05/18,I-VT filter,479360,Segment 97,369356,371644,2288,370329,0,0,5,Fixation,158,1331,393,
2018/05/19,sato,task2_sato,2018/05/18,I-VT filter,479360,Segment 97,369356,371644,2288,370754,0,0,6,Fixation,75,1405,595,
2018/05/19,sato,task2_sato,2018/05/18,I-VT filter,479360,Segment 97,369356,371644,2288,371012,0,0,7,Fixation,117,1426,420,
2018/05/19,sato,task2_sato,2018/05/18,I-VT filter,479360,Segment 97,369356,371644,2288,371271,0,0,8,Fixation,108,1480,927,
2018/05/19,sato,task2_sato,2018/05/18,I-VT filter,479360,Segment 97,369356,371644,2288,371504,0,0,9,Fixation,92,1591,587,
2018/05/19,sato,task2_sato,2018/05/18,I-VT filter,479360,Segment 97,369356,371644,2288,371604,0,0,10,Fixation,142,1572,605,
