ExportDate,ParticipantName,RecordingName,RecordingDate,FixationFilter,RecordingDuration,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,MediaPosX (ADCSpx),MediaPosY (ADCSpx),FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,onda,task1-2task2_onda,2018/05/13,I-VT filter,585974,Segment 155,476882,479410,2528,476961,0,0,1,Fixation,208,1497,277,
2018/05/19,onda,task1-2task2_onda,2018/05/13,I-VT filter,585974,Segment 155,476882,479410,2528,477261,0,0,2,Fixation,75,1172,613,
2018/05/19,onda,task1-2task2_onda,2018/05/13,I-VT filter,585974,Segment 155,476882,479410,2528,477369,0,0,3,Fixation,217,1169,597,
2018/05/19,onda,task1-2task2_onda,2018/05/13,I-VT filter,585974,Segment 155,476882,479410,2528,477644,0,0,4,Fixation,175,984,823,
2018/05/19,onda,task1-2task2_onda,2018/05/13,I-VT filter,585974,Segment 155,476882,479410,2528,477911,0,0,5,Fixation,142,1399,817,
2018/05/19,onda,task1-2task2_onda,2018/05/13,I-VT filter,585974,Segment 155,476882,479410,2528,478161,0,0,6,Fixation,75,1482,588,
2018/05/19,onda,task1-2task2_onda,2018/05/13,I-VT filter,585974,Segment 155,476882,479410,2528,478277,0,0,7,Fixation,225,1311,652,
2018/05/19,onda,task1-2task2_onda,2018/05/13,I-VT filter,585974,Segment 155,476882,479410,2528,478602,0,0,8,Fixation,167,943,492,
2018/05/19,onda,task1-2task2_onda,2018/05/13,I-VT filter,585974,Segment 155,476882,479410,2528,479085,0,0,9,Fixation,75,1109,683,
2018/05/19,onda,task1-2task2_onda,2018/05/13,I-VT filter,585974,Segment 155,476882,479410,2528,479219,0,0,10,Fixation,300,1333,657,
