ExportDate,ParticipantName,RecordingName,RecordingDate,FixationFilter,RecordingDuration,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,MediaPosX (ADCSpx),MediaPosY (ADCSpx),FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,28526,0,0,1,Fixation,317,1089,451,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,28884,0,0,2,Fixation,183,858,445,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,29126,0,0,3,Fixation,183,1130,375,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,29359,0,0,4,Fixation,133,1045,542,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,29534,0,0,5,Fixation,200,1325,420,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,29759,0,0,6,Fixation,200,1493,518,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,29967,0,0,7,Fixation,125,1518,521,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,30134,0,0,8,Fixation,275,1592,459,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,30434,0,0,9,Fixation,108,1531,485,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,30559,0,0,10,Fixation,67,1554,491,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,30684,0,0,11,Fixation,167,1183,426,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,30942,0,0,12,Fixation,117,1463,847,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,31076,0,0,13,Fixation,67,1486,845,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,31309,0,0,14,Fixation,208,315,537,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,31550,0,0,15,Fixation,317,197,555,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,32309,0,0,16,Fixation,158,227,559,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,32484,0,0,17,Fixation,133,169,522,
2018/05/17,ueda,task1_ueda,2018/05/16,I-VT filter,625002,Segment 6,28477,32877,4400,32634,0,0,18,Fixation,183,142,499,
