ExportDate,ParticipantName,RecordingName,RecordingDate,FixationFilter,RecordingDuration,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,MediaPosX (ADCSpx),MediaPosY (ADCSpx),FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,276409,0,0,1,Fixation,83,936,443,
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,276584,0,0,2,Fixation,108,852,397,
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,276918,0,0,3,Fixation,108,922,439,
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,277068,0,0,4,Fixation,183,732,575,
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,277309,0,0,5,Fixation,167,731,773,
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,277918,0,0,6,Fixation,133,1322,692,
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,278076,0,0,7,Fixation,108,1385,653,
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,278351,0,0,8,Fixation,92,1377,659,
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,278509,0,0,9,Fixation,125,1328,544,
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,279459,0,0,10,Fixation,175,134,516,
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,279726,0,0,11,Fixation,175,127,533,
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,279992,0,0,12,Fixation,67,126,542,
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,280084,0,0,13,Fixation,67,173,549,
2018/05/19,kawaguchi,task1-2_kawaguchi,2018/05/14,I-VT filter,499521,Segment 53,275956,280500,4544,280267,0,0,14,Fixation,308,110,551,
