ExportDate,ParticipantName,RecordingName,RecordingDate,FixationFilter,RecordingDuration,SegmentName,SegmentStart,SegmentEnd,SegmentDuration,RecordingTimestamp,MediaPosX (ADCSpx),MediaPosY (ADCSpx),FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,441976,0,0,1,Fixation,75,861,325,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,442176,0,0,2,Fixation,233,975,323,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,442476,0,0,3,Fixation,117,1203,390,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,442718,0,0,4,Fixation,67,1633,386,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,442901,0,0,5,Fixation,217,1585,560,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,443160,0,0,6,Fixation,92,1397,460,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,443534,0,0,7,Fixation,233,1426,403,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,443809,0,0,8,Fixation,150,1299,535,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,444059,0,0,9,Fixation,158,1121,357,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,444259,0,0,10,Fixation,142,1253,327,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,444459,0,0,11,Fixation,217,926,363,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,444709,0,0,12,Fixation,108,899,453,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,444909,0,0,13,Fixation,600,638,384,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,445726,0,0,14,Fixation,142,608,341,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,445934,0,0,15,Fixation,158,325,453,
2018/05/19,toyama,task1_toyama,2018/05/18,I-VT filter,588364,Segment 97,441721,446905,5184,446101,0,0,16,Fixation,1075,304,477,
